# disclosure_anchor research-priority universe — v11 phase-1 candidate from the frozen public screen.
# Best attainable phase-1 candidate / still not GO; rules and hashes: watchlist-v11-manifest.json.
# Threshold outcome, not forced fill; blank optional fields inherit global defaults.
security_code,exchange,status,joined_date,lookback_days,sync_frequency,process_classes,note
301077,SZSE,active,2026-08-23,,,,浙江星华新材料集团股份有限公司
000533,SZSE,active,2026-08-23,,,,广东顺钠电气股份有限公司
300529,SZSE,active,2026-08-23,,,,健帆生物科技集团股份有限公司
600021,SSE,active,2026-08-23,,,,上海电力股份有限公司
600750,SSE,active,2026-08-23,,,,华润江中药业股份有限公司
600011,SSE,active,2026-08-23,,,,华能国际电力股份有限公司
688279,SSE,active,2026-08-23,,,,峰岹科技(深圳)股份有限公司
688597,SSE,active,2026-08-23,,,,北京煜邦电力技术股份有限公司
300724,SZSE,active,2026-08-23,,,,深圳市捷佳伟创新能源装备股份有限公司
605376,SSE,active,2026-08-23,,,,江苏博迁新材料股份有限公司
600338,SSE,active,2026-08-23,,,,西藏珠峰资源股份有限公司
301106,SZSE,active,2026-08-23,,,,江苏骏成电子科技股份有限公司
603617,SSE,active,2026-08-23,,,,君禾泵业股份有限公司
300505,SZSE,active,2026-08-23,,,,昆明川金诺化工股份有限公司
300922,SZSE,active,2026-08-23,,,,秦皇岛天秦装备制造股份有限公司
002073,SZSE,active,2026-08-23,,,,软控股份有限公司
301335,SZSE,active,2026-08-23,,,,杭州天元宠物用品股份有限公司
301328,SZSE,active,2026-08-23,,,,维峰电子股份有限公司
300303,SZSE,active,2026-08-23,,,,深圳市聚飞光电股份有限公司
300576,SZSE,active,2026-08-23,,,,深圳市容大感光科技股份有限公司
002859,SZSE,active,2026-08-23,,,,浙江洁美电子科技股份有限公司
688046,SSE,active,2026-08-23,,,,江苏集萃药康生物科技股份有限公司
300988,SZSE,active,2026-08-23,,,,天津津荣天宇精密机械股份有限公司
688271,SSE,active,2026-08-23,,,,上海联影医疗科技股份有限公司
002384,SZSE,active,2026-08-23,,,,苏州东山精密制造股份有限公司
002559,SZSE,active,2026-08-23,,,,江苏亚威机床股份有限公司
688410,SSE,active,2026-08-23,,,,重庆山外山血液净化技术股份有限公司
000600,SZSE,active,2026-08-23,,,,河北建投能源投资股份有限公司
601318,SSE,active,2026-08-23,,,,中国平安保险(集团)股份有限公司
688558,SSE,active,2026-08-23,,,,南通国盛智能科技集团股份有限公司
301331,SZSE,active,2026-08-23,,,,恩威医药股份有限公司
000655,SZSE,active,2026-08-23,,,,山东金岭矿业股份有限公司
002324,SZSE,active,2026-08-23,,,,上海普利特复合材料股份有限公司
300740,SZSE,active,2026-08-23,,,,水羊集团股份有限公司
600517,SSE,active,2026-08-23,,,,国网英大股份有限公司
002461,SZSE,active,2026-08-23,,,,广州珠江啤酒股份有限公司
002437,SZSE,active,2026-08-23,,,,哈尔滨誉衡药业股份有限公司
300139,SZSE,active,2026-08-23,,,,北京晓程科技股份有限公司
301012,SZSE,active,2026-08-23,,,,江苏扬电科技股份有限公司
000958,SZSE,active,2026-08-23,,,,国家电投集团产融控股股份有限公司
002881,SZSE,active,2026-08-23,,,,美格智能技术股份有限公司
002797,SZSE,active,2026-08-23,,,,第一创业证券股份有限公司
300677,SZSE,active,2026-08-23,,,,英科医疗科技股份有限公司
301312,SZSE,active,2026-08-23,,,,深圳市智立方自动化设备股份有限公司
301230,SZSE,active,2026-08-23,,,,上海泓博智源医药股份有限公司
003015,SZSE,active,2026-08-23,,,,江苏日久光电股份有限公司
601208,SSE,active,2026-08-23,,,,四川东材科技集团股份有限公司
688686,SSE,active,2026-08-23,,,,广东奥普特科技股份有限公司
600962,SSE,active,2026-08-23,,,,国投中鲁果汁股份有限公司
301209,SZSE,active,2026-08-23,,,,龙口联合化学股份有限公司
300563,SZSE,active,2026-08-23,,,,神宇通信科技股份公司
002570,SZSE,active,2026-08-23,,,,贝因美股份有限公司
603790,SSE,active,2026-08-23,,,,上海雅运纺织化工股份有限公司
688101,SSE,active,2026-08-23,,,,三达膜环境技术股份有限公司
003027,SZSE,active,2026-08-23,,,,同兴环保科技股份有限公司
002410,SZSE,active,2026-08-23,,,,广联达科技股份有限公司
002363,SZSE,active,2026-08-23,,,,山东隆基机械股份有限公司
300279,SZSE,active,2026-08-23,,,,无锡和晶科技股份有限公司
003011,SZSE,active,2026-08-23,,,,浙江海象新材料股份有限公司
600738,SSE,active,2026-08-23,,,,兰州丽尚国潮实业集团股份有限公司
002957,SZSE,active,2026-08-23,,,,深圳科瑞技术股份有限公司
300979,SZSE,active,2026-08-23,,,,中山华利实业集团股份有限公司
002832,SZSE,active,2026-08-23,,,,比音勒芬服饰股份有限公司
002262,SZSE,active,2026-08-23,,,,江苏恩华药业股份有限公司
600309,SSE,active,2026-08-23,,,,万华化学集团股份有限公司
603355,SSE,active,2026-08-23,,,,莱克电气股份有限公司
002749,SZSE,active,2026-08-23,,,,四川国光农化股份有限公司
301119,SZSE,active,2026-08-23,,,,杭州正强传动股份有限公司
600035,SSE,active,2026-08-23,,,,湖北楚天智能交通股份有限公司
300679,SZSE,active,2026-08-23,,,,电连技术股份有限公司
605169,SSE,active,2026-08-23,,,,新疆洪通燃气股份有限公司
603150,SSE,active,2026-08-23,,,,安徽万朗磁塑股份有限公司
300703,SZSE,active,2026-08-23,,,,宁波创源文化发展股份有限公司
301319,SZSE,active,2026-08-23,,,,深圳市唯特偶新材料股份有限公司
300916,SZSE,active,2026-08-23,,,,深圳朗特智能控制股份有限公司
603983,SSE,active,2026-08-23,,,,广东丸美生物技术股份有限公司
688557,SSE,active,2026-08-23,,,,兰剑智能科技股份有限公司
605077,SSE,active,2026-08-23,,,,浙江华康药业股份有限公司
300641,SZSE,active,2026-08-23,,,,江苏正丹化学工业股份有限公司
300852,SZSE,active,2026-08-23,,,,四会富仕电子科技股份有限公司
002922,SZSE,active,2026-08-23,,,,伊戈尔电气股份有限公司
300592,SZSE,active,2026-08-23,,,,华凯易佰科技股份有限公司
600131,SSE,active,2026-08-23,,,,国网信息通信股份有限公司
001965,SZSE,active,2026-08-23,,,,招商局公路网络科技控股股份有限公司
603203,SSE,active,2026-08-23,,,,快克智能装备股份有限公司
605009,SSE,active,2026-08-23,,,,杭州豪悦护理用品股份有限公司
300660,SZSE,active,2026-08-23,,,,江苏雷利电机股份有限公司
688281,SSE,active,2026-08-23,,,,陕西华秦科技实业股份有限公司
300389,SZSE,active,2026-08-23,,,,深圳市艾比森光电股份有限公司
002608,SZSE,active,2026-08-23,,,,江苏国信股份有限公司
603365,SSE,active,2026-08-23,,,,上海水星家用纺织品股份有限公司
600901,SSE,active,2026-08-23,,,,江苏金融租赁股份有限公司
002553,SZSE,active,2026-08-23,,,,江苏南方精工股份有限公司
001299,SZSE,active,2026-08-23,,,,陕西美能清洁能源集团股份有限公司
000089,SZSE,active,2026-08-23,,,,深圳市机场股份有限公司
601009,SSE,active,2026-08-23,,,,南京银行股份有限公司
605589,SSE,active,2026-08-23,,,,济南圣泉集团股份有限公司
688513,SSE,active,2026-08-23,,,,成都苑东生物制药股份有限公司
600919,SSE,active,2026-08-23,,,,江苏银行股份有限公司
601128,SSE,active,2026-08-23,,,,江苏常熟农村商业银行股份有限公司
600926,SSE,active,2026-08-23,,,,杭州银行股份有限公司
603151,SSE,active,2026-08-23,,,,山东邦基科技股份有限公司
002676,SZSE,active,2026-08-23,,,,广东顺威精密塑料股份有限公司
688772,SSE,active,2026-08-23,,,,珠海冠宇电池股份有限公司
600458,SSE,active,2026-08-23,,,,株洲时代新材料科技股份有限公司
688073,SSE,active,2026-08-23,,,,上海毕得医药科技股份有限公司
300877,SZSE,active,2026-08-23,,,,安徽金春无纺布股份有限公司
600817,SSE,active,2026-08-23,,,,宇通重工股份有限公司
601059,SSE,active,2026-08-23,,,,信达证券股份有限公司
300809,SZSE,active,2026-08-23,,,,华辰精密装备(昆山)股份有限公司
688508,SSE,active,2026-08-23,,,,无锡芯朋微电子股份有限公司
688015,SSE,active,2026-08-23,,,,交控科技股份有限公司
603949,SSE,active,2026-08-23,,,,雪龙集团股份有限公司
000534,SZSE,active,2026-08-23,,,,万泽实业股份有限公司
688122,SSE,active,2026-08-23,,,,西部超导材料科技股份有限公司
300722,SZSE,active,2026-08-23,,,,江西新余国科科技股份有限公司
002014,SZSE,active,2026-08-23,,,,黄山永新股份有限公司
000538,SZSE,active,2026-08-23,,,,云南白药集团股份有限公司
300492,SZSE,active,2026-08-23,,,,华图山鼎设计股份有限公司
301233,SZSE,active,2026-08-23,,,,成都盛帮密封件股份有限公司
605111,SSE,active,2026-08-23,,,,无锡新洁能股份有限公司
301138,SZSE,active,2026-08-23,,,,广州华研精密机械股份有限公司
600662,SSE,active,2026-08-23,,,,上海外服控股集团股份有限公司
002590,SZSE,active,2026-08-23,,,,浙江万安科技股份有限公司
603871,SSE,active,2026-08-23,,,,嘉友国际物流股份有限公司
002353,SZSE,active,2026-08-23,,,,烟台杰瑞石油服务集团股份有限公司
600519,SSE,active,2026-08-23,,,,贵州茅台酒股份有限公司
603867,SSE,active,2026-08-23,,,,浙江新化化工股份有限公司
300847,SZSE,active,2026-08-23,,,,中船汉光科技股份有限公司
002404,SZSE,active,2026-08-23,,,,浙江嘉欣丝绸股份有限公司
301020,SZSE,active,2026-08-23,,,,烟台石川密封科技股份有限公司
603317,SSE,active,2026-08-23,,,,四川天味食品集团股份有限公司
601877,SSE,active,2026-08-23,,,,浙江正泰电器股份有限公司
601991,SSE,active,2026-08-23,,,,大唐国际发电股份有限公司
002555,SZSE,active,2026-08-23,,,,三七互娱网络科技集团股份有限公司
000429,SZSE,active,2026-08-23,,,,广东省高速公路发展股份有限公司
000404,SZSE,active,2026-08-23,,,,长虹华意压缩机股份有限公司
603326,SSE,active,2026-08-23,,,,南京我乐家居股份有限公司
000792,SZSE,active,2026-08-23,,,,青海盐湖工业股份有限公司
301099,SZSE,active,2026-08-23,,,,上海雅创电子集团股份有限公司
300871,SZSE,active,2026-08-23,,,,武汉回盛生物科技股份有限公司
002476,SZSE,active,2026-08-23,,,,山东新叶化学股份有限公司
601136,SSE,active,2026-08-23,,,,首创证券股份有限公司
605033,SSE,active,2026-08-23,,,,陕西美邦药业集团股份有限公司
001208,SZSE,active,2026-08-23,,,,湖南华菱线缆股份有限公司
603901,SSE,active,2026-08-23,,,,杭州永创智能设备股份有限公司
002811,SZSE,active,2026-08-23,,,,深圳市郑中设计股份有限公司
603055,SSE,active,2026-08-23,,,,浙江台华新材料集团股份有限公司
300119,SZSE,active,2026-08-23,,,,瑞普生物股份有限公司
000532,SZSE,active,2026-08-23,,,,珠海华金资本股份有限公司
301011,SZSE,active,2026-08-23,,,,广州华立科技股份有限公司
603308,SSE,active,2026-08-23,,,,安徽应流机电股份有限公司
000722,SZSE,active,2026-08-23,,,,湖南能源集团发展股份有限公司
600097,SSE,active,2026-08-23,,,,上海开创国际海洋资源股份有限公司
000099,SZSE,active,2026-08-23,,,,中信海洋直升机股份有限公司
002536,SZSE,active,2026-08-23,,,,飞龙汽车部件股份有限公司
300726,SZSE,active,2026-08-23,,,,株洲宏达电子股份有限公司
600305,SSE,active,2026-08-23,,,,江苏恒顺醋业股份有限公司
600558,SSE,active,2026-08-23,,,,四川大西洋焊接材料股份有限公司
003041,SZSE,active,2026-08-23,,,,浙江真爱美家股份有限公司
600363,SSE,active,2026-08-23,,,,江西联创光电科技股份有限公司
000960,SZSE,active,2026-08-23,,,,云南锡业股份有限公司
002852,SZSE,active,2026-08-23,,,,道道全粮油股份有限公司
688330,SSE,active,2026-08-23,,,,上海宏力达信息技术股份有限公司
002716,SZSE,active,2026-08-23,,,,湖南白银股份有限公司
300752,SZSE,active,2026-08-23,,,,深圳市隆利科技股份有限公司
603585,SSE,active,2026-08-23,,,,江苏苏利精细化工股份有限公司
603496,SSE,active,2026-08-23,,,,恒为科技(上海)股份有限公司
002942,SZSE,active,2026-08-23,,,,浙江新农化工股份有限公司
002886,SZSE,active,2026-08-23,,,,深圳市沃特新材料股份有限公司
600482,SSE,active,2026-08-23,,,,中国船舶重工集团动力股份有限公司
002457,SZSE,active,2026-08-23,,,,青龙管业集团股份有限公司
688700,SSE,active,2026-08-23,,,,昆山东威科技股份有限公司
002080,SZSE,active,2026-08-23,,,,中材科技股份有限公司
002258,SZSE,active,2026-08-23,,,,利尔化学股份有限公司
002767,SZSE,active,2026-08-23,,,,杭州先锋电子技术股份有限公司
300041,SZSE,active,2026-08-23,,,,湖北回天新材料股份有限公司
301419,SZSE,active,2026-08-23,,,,上海阿莱德实业集团股份有限公司
002093,SZSE,active,2026-08-23,,,,国脉科技股份有限公司
603888,SSE,active,2026-08-23,,,,新华网股份有限公司
688258,SSE,active,2026-08-23,,,,江苏卓易信息科技股份有限公司
002201,SZSE,active,2026-08-23,,,,江苏九鼎新材料股份有限公司
002241,SZSE,active,2026-08-23,,,,歌尔股份有限公司
300140,SZSE,active,2026-08-23,,,,中节能环境保护股份有限公司
301065,SZSE,active,2026-08-23,,,,浙江本立科技股份有限公司
000685,SZSE,active,2026-08-23,,,,中山公用事业集团股份有限公司
002397,SZSE,active,2026-08-23,,,,湖南梦洁家纺股份有限公司
300454,SZSE,active,2026-08-23,,,,深信服科技股份有限公司
688109,SSE,active,2026-08-23,,,,品茗科技股份有限公司
688355,SSE,active,2026-08-23,,,,苏州明志科技股份有限公司
000726,SZSE,active,2026-08-23,,,,鲁泰纺织股份有限公司
300631,SZSE,active,2026-08-23,,,,江苏久吾高科技股份有限公司
603099,SSE,active,2026-08-23,,,,长白山旅游股份有限公司
000938,SZSE,active,2026-08-23,,,,紫光股份有限公司
688697,SSE,active,2026-08-23,,,,纽威数控装备(苏州)股份有限公司
603088,SSE,active,2026-08-23,,,,宁波精达成形装备股份有限公司
300759,SZSE,active,2026-08-23,,,,康龙化成(北京)新药技术股份有限公司
002938,SZSE,active,2026-08-23,,,,鹏鼎控股(深圳)股份有限公司
300917,SZSE,active,2026-08-23,,,,深圳市特发服务股份有限公司
002880,SZSE,active,2026-08-23,,,,深圳市卫光生物制品股份有限公司
601958,SSE,active,2026-08-23,,,,金堆城钼业股份有限公司
601021,SSE,active,2026-08-23,,,,春秋航空股份有限公司
300832,SZSE,active,2026-08-23,,,,深圳市新产业生物医学工程股份有限公司
600761,SSE,active,2026-08-23,,,,安徽合力股份有限公司
002987,SZSE,active,2026-08-23,,,,京北方信息技术股份有限公司
600025,SSE,active,2026-08-23,,,,华能澜沧江水电股份有限公司
603297,SSE,active,2026-08-23,,,,宁波永新光学股份有限公司
000598,SZSE,active,2026-08-23,,,,成都市兴蓉环境股份有限公司
605005,SSE,active,2026-08-23,,,,合兴汽车电子股份有限公司
603201,SSE,active,2026-08-23,,,,常熟通润汽车零部件股份有限公司
000933,SZSE,active,2026-08-23,,,,河南神火煤电股份有限公司
603899,SSE,active,2026-08-23,,,,上海晨光文具股份有限公司
002032,SZSE,active,2026-08-23,,,,浙江苏泊尔股份有限公司
300770,SZSE,active,2026-08-23,,,,广东南方新媒体股份有限公司
301286,SZSE,active,2026-08-23,,,,四川侨源气体股份有限公司
600026,SSE,active,2026-08-23,,,,中远海运能源运输股份有限公司
002415,SZSE,active,2026-08-23,,,,杭州海康威视数字技术股份有限公司
001222,SZSE,active,2026-08-23,,,,温州源飞宠物玩具制品股份有限公司
688722,SSE,active,2026-08-23,,,,北京同益中新材料科技股份有限公司
603215,SSE,active,2026-08-23,,,,浙江比依电器股份有限公司
688639,SSE,active,2026-08-23,,,,安徽华恒生物科技股份有限公司
300919,SZSE,active,2026-08-23,,,,中伟新材料股份有限公司
301303,SZSE,active,2026-08-23,,,,上海真兰仪表科技股份有限公司
002056,SZSE,active,2026-08-23,,,,横店集团东磁股份有限公司
002991,SZSE,active,2026-08-23,,,,甘源食品股份有限公司
603519,SSE,active,2026-08-23,,,,江苏立霸实业股份有限公司
000543,SZSE,active,2026-08-23,,,,安徽省皖能股份有限公司
300286,SZSE,active,2026-08-23,,,,安科瑞电气股份有限公司
002518,SZSE,active,2026-08-23,,,,深圳科士达科技股份有限公司
600479,SSE,active,2026-08-23,,,,株洲千金药业股份有限公司
600211,SSE,active,2026-08-23,,,,西藏诺迪康药业股份有限公司
000719,SZSE,active,2026-08-23,,,,中原大地传媒股份有限公司
601900,SSE,active,2026-08-23,,,,南方出版传媒股份有限公司
600866,SSE,active,2026-08-23,,,,广东肇庆星湖生物科技股份有限公司
002293,SZSE,active,2026-08-23,,,,罗莱生活科技股份有限公司
300729,SZSE,active,2026-08-23,,,,乐歌人体工学科技股份有限公司
300735,SZSE,active,2026-08-23,,,,惠州光弘科技股份有限公司
600663,SSE,active,2026-08-23,,,,上海陆家嘴金融贸易区开发股份有限公司
300772,SZSE,active,2026-08-23,,,,运达能源科技集团股份有限公司
300777,SZSE,active,2026-08-23,,,,中简科技股份有限公司
603197,SSE,active,2026-08-23,,,,上海保隆汽车科技股份有限公司
301318,SZSE,active,2026-08-23,,,,深圳市维海德技术股份有限公司
300558,SZSE,active,2026-08-23,,,,贝达药业股份有限公司
301339,SZSE,active,2026-08-23,,,,江苏通行宝智慧交通科技股份有限公司
603661,SSE,active,2026-08-23,,,,恒林家居股份有限公司
002993,SZSE,active,2026-08-23,,,,东莞市奥海科技股份有限公司
002615,SZSE,active,2026-08-23,,,,浙江哈尔斯真空器皿股份有限公司
603218,SSE,active,2026-08-23,,,,日月重工股份有限公司
002152,SZSE,active,2026-08-23,,,,广电运通集团股份有限公司
002380,SZSE,active,2026-08-23,,,,南京科远智慧科技集团股份有限公司
600609,SSE,active,2026-08-23,,,,金杯汽车股份有限公司
300187,SZSE,active,2026-08-23,,,,永清环保股份有限公司
300652,SZSE,active,2026-08-23,,,,杭州雷迪克节能科技股份有限公司
000017,SZSE,active,2026-08-23,,,,深圳中华自行车(集团)股份有限公司
600999,SSE,active,2026-08-23,,,,招商证券股份有限公司
300768,SZSE,active,2026-08-23,,,,杭州迪普科技股份有限公司
002142,SZSE,active,2026-08-23,,,,宁波银行股份有限公司
601665,SSE,active,2026-08-23,,,,齐鲁银行股份有限公司
002838,SZSE,active,2026-08-23,,,,山东道恩高分子材料股份有限公司
688215,SSE,active,2026-08-23,,,,浙江瑞晟智能科技股份有限公司
002546,SZSE,active,2026-08-23,,,,南京新联电子股份有限公司
600109,SSE,active,2026-08-23,,,,国金证券股份有限公司
302132,SZSE,active,2026-08-23,,,,中航成飞股份有限公司
603236,SSE,active,2026-08-23,,,,上海移远通信技术股份有限公司
688099,SSE,active,2026-08-23,,,,晶晨半导体(上海)股份有限公司
300776,SZSE,active,2026-08-23,,,,武汉帝尔激光科技股份有限公司
002248,SZSE,active,2026-08-23,,,,威海华东数控股份有限公司
002698,SZSE,active,2026-08-23,,,,哈尔滨博实自动化股份有限公司
603013,SSE,active,2026-08-23,,,,亚普汽车部件股份有限公司
603019,SSE,active,2026-08-23,,,,曙光信息产业股份有限公司
000559,SZSE,active,2026-08-23,,,,万向钱潮股份公司
600282,SSE,active,2026-08-23,,,,南京钢铁股份有限公司
000408,SZSE,active,2026-08-23,,,,藏格矿业股份有限公司
001223,SZSE,active,2026-08-23,,,,欧克科技股份有限公司
688313,SSE,active,2026-08-23,,,,河南仕佳光子科技股份有限公司
603256,SSE,active,2026-08-23,,,,宏和电子材料科技股份有限公司
300975,SZSE,active,2026-08-23,,,,南京商络电子股份有限公司
002928,SZSE,active,2026-08-23,,,,华夏航空股份有限公司
603059,SSE,active,2026-08-23,,,,倍加洁集团股份有限公司
002815,SZSE,active,2026-08-23,,,,崇达技术股份有限公司
002294,SZSE,active,2026-08-23,,,,深圳信立泰药业股份有限公司
002486,SZSE,active,2026-08-23,,,,上海嘉麟杰纺织品股份有限公司
603538,SSE,active,2026-08-23,,,,宁波美诺华药业股份有限公司
002887,SZSE,active,2026-08-23,,,,天津绿茵景观生态建设股份有限公司
603036,SSE,active,2026-08-23,,,,江苏如通石油机械股份有限公司
300257,SZSE,active,2026-08-23,,,,开山集团股份有限公司
301330,SZSE,active,2026-08-23,,,,熵基科技股份有限公司
600060,SSE,active,2026-08-23,,,,海信视像科技股份有限公司
002550,SZSE,active,2026-08-23,,,,常州千红生化制药股份有限公司
603565,SSE,active,2026-08-23,,,,上海中谷物流股份有限公司
002255,SZSE,active,2026-08-23,,,,苏州海陆重工股份有限公司
300674,SZSE,active,2026-08-23,,,,北京宇信科技集团股份有限公司
002432,SZSE,active,2026-08-23,,,,天津九安医疗电子股份有限公司
688498,SSE,active,2026-08-23,,,,陕西源杰半导体科技股份有限公司
300404,SZSE,active,2026-08-23,,,,博济医药科技股份有限公司
300496,SZSE,active,2026-08-23,,,,中科创达软件股份有限公司
301132,SZSE,active,2026-08-23,,,,吉安满坤科技股份有限公司
600111,SSE,active,2026-08-23,,,,中国北方稀土(集团)高科技股份有限公司
300473,SZSE,active,2026-08-23,,,,阜新德尔汽车部件股份有限公司
300319,SZSE,active,2026-08-23,,,,深圳市麦捷微电子科技股份有限公司
002156,SZSE,active,2026-08-23,,,,通富微电子股份有限公司
002907,SZSE,active,2026-08-23,,,,重庆华森制药股份有限公司
300292,SZSE,active,2026-08-23,,,,吴通控股集团股份有限公司
601990,SSE,active,2026-08-23,,,,南京证券股份有限公司
601333,SSE,active,2026-08-23,,,,广深铁路股份有限公司
301279,SZSE,active,2026-08-23,,,,浙江金道科技股份有限公司
300550,SZSE,active,2026-08-23,,,,浙江和仁科技股份有限公司
300756,SZSE,active,2026-08-23,,,,广东金马游乐股份有限公司
300695,SZSE,active,2026-08-23,,,,浙江兆丰机电股份有限公司
601595,SSE,active,2026-08-23,,,,上海电影股份有限公司
600196,SSE,active,2026-08-23,,,,上海复星医药(集团)股份有限公司
601566,SSE,active,2026-08-23,,,,九牧王股份有限公司
000623,SZSE,active,2026-08-23,,,,吉林敖东药业集团股份有限公司
301058,SZSE,active,2026-08-23,,,,中粮科工股份有限公司
603408,SSE,active,2026-08-23,,,,厦门建霖智慧家居股份有限公司
603556,SSE,active,2026-08-23,,,,杭州海兴电力科技股份有限公司
301160,SZSE,active,2026-08-23,,,,苏州翔楼新材料股份有限公司
603043,SSE,active,2026-08-23,,,,广州酒家集团股份有限公司
300015,SZSE,active,2026-08-23,,,,爱尔眼科医院集团股份有限公司
603730,SSE,active,2026-08-23,,,,上海岱美汽车内饰件股份有限公司
300595,SZSE,active,2026-08-23,,,,欧普康视科技股份有限公司
600511,SSE,active,2026-08-23,,,,国药集团药业股份有限公司
300972,SZSE,active,2026-08-23,,,,福建万辰食品集团股份有限公司
601127,SSE,active,2026-08-23,,,,赛力斯集团股份有限公司
603209,SSE,active,2026-08-23,,,,兴通海运股份有限公司
600469,SSE,active,2026-08-23,,,,风神轮胎股份有限公司
688517,SSE,active,2026-08-23,,,,金冠电气股份有限公司
002981,SZSE,active,2026-08-23,,,,广东朝阳电子科技股份有限公司
301149,SZSE,active,2026-08-23,,,,山东隆华新材料股份有限公司
300882,SZSE,active,2026-08-23,,,,浙江万胜智能科技股份有限公司
000521,SZSE,active,2026-08-23,,,,长虹美菱股份有限公司
605058,SSE,active,2026-08-23,,,,常州澳弘电子股份有限公司
600916,SSE,active,2026-08-23,,,,中国黄金集团黄金珠宝股份有限公司
002139,SZSE,active,2026-08-23,,,,深圳拓邦股份有限公司
301363,SZSE,active,2026-08-23,,,,深圳市美好创亿医疗科技股份有限公司
002580,SZSE,active,2026-08-23,,,,山东圣阳电源股份有限公司
002953,SZSE,active,2026-08-23,,,,广东日丰电缆股份有限公司
603967,SSE,active,2026-08-23,,,,中创物流股份有限公司
603111,SSE,active,2026-08-23,,,,南京康尼机电股份有限公司
300285,SZSE,active,2026-08-23,,,,山东国瓷功能材料股份有限公司
300445,SZSE,active,2026-08-23,,,,北京康斯特仪表科技股份有限公司
000550,SZSE,active,2026-08-23,,,,江铃汽车股份有限公司
300230,SZSE,active,2026-08-23,,,,上海永利带业股份有限公司
603319,SSE,active,2026-08-23,,,,湖南美湖智造股份有限公司
603309,SSE,active,2026-08-23,,,,广州维力医疗器械股份有限公司
600522,SSE,active,2026-08-23,,,,江苏中天科技股份有限公司
300160,SZSE,active,2026-08-23,,,,江苏秀强玻璃工艺股份有限公司
603345,SSE,active,2026-08-23,,,,安井食品集团股份有限公司
002758,SZSE,active,2026-08-23,,,,浙农集团股份有限公司
600283,SSE,active,2026-08-23,,,,钱江水利开发股份有限公司
603919,SSE,active,2026-08-23,,,,金徽酒股份有限公司
002120,SZSE,active,2026-08-23,,,,韵达控股集团股份有限公司
000589,SZSE,active,2026-08-23,,,,贵州轮胎股份有限公司
300763,SZSE,active,2026-08-23,,,,锦浪科技股份有限公司
600426,SSE,active,2026-08-23,,,,山东华鲁恒升化工股份有限公司
300699,SZSE,active,2026-08-23,,,,威海光威复合材料股份有限公司
002430,SZSE,active,2026-08-23,,,,杭氧集团股份有限公司
002484,SZSE,active,2026-08-23,,,,南通江海电容器股份有限公司
603607,SSE,active,2026-08-23,,,,浙江京华激光科技股份有限公司
000786,SZSE,active,2026-08-23,,,,北新集团建材股份有限公司
603829,SSE,active,2026-08-23,,,,江苏洛凯机电股份有限公司
002226,SZSE,active,2026-08-23,,,,安徽江南化工股份有限公司
603393,SSE,active,2026-08-23,,,,新疆鑫泰天然气股份有限公司
603037,SSE,active,2026-08-23,,,,上海凯众材料科技股份有限公司
600987,SSE,active,2026-08-23,,,,浙江航民股份有限公司
300260,SZSE,active,2026-08-23,,,,昆山新莱洁净应用材料股份有限公司
002705,SZSE,active,2026-08-23,,,,广东新宝电器股份有限公司
002563,SZSE,active,2026-08-23,,,,浙江森马服饰股份有限公司
600027,SSE,active,2026-08-23,,,,华电国际电力股份有限公司
000848,SZSE,active,2026-08-23,,,,承德露露股份公司
603995,SSE,active,2026-08-23,,,,甬金科技集团股份有限公司
603619,SSE,active,2026-08-23,,,,中曼石油天然气集团股份有限公司
600862,SSE,active,2026-08-23,,,,中航航空高科技股份有限公司
300127,SZSE,active,2026-08-23,,,,成都银河磁体股份有限公司
603568,SSE,active,2026-08-23,,,,浙江伟明环保股份有限公司
301029,SZSE,active,2026-08-23,,,,东莞怡合达自动化股份有限公司
603195,SSE,active,2026-08-23,,,,公牛集团股份有限公司
002803,SZSE,active,2026-08-23,,,,厦门吉宏科技股份有限公司
002690,SZSE,active,2026-08-23,,,,合肥美亚光电技术股份有限公司
300395,SZSE,active,2026-08-23,,,,湖北菲利华石英玻璃股份有限公司
600600,SSE,active,2026-08-23,,,,青岛啤酒股份有限公司
300130,SZSE,active,2026-08-23,,,,深圳市新国都股份有限公司
002049,SZSE,active,2026-08-23,,,,紫光国芯微电子股份有限公司
603868,SSE,active,2026-08-23,,,,上海飞科电器股份有限公司
605090,SSE,active,2026-08-23,,,,江西九丰能源股份有限公司
600096,SSE,active,2026-08-23,,,,云南云天化股份有限公司
300738,SZSE,active,2026-08-23,,,,广东奥飞数据科技股份有限公司
601500,SSE,active,2026-08-23,,,,江苏通用科技股份有限公司
688251,SSE,active,2026-08-23,,,,合肥井松智能科技股份有限公司
603097,SSE,active,2026-08-23,,,,江苏华辰变压器股份有限公司
603191,SSE,active,2026-08-23,,,,重庆望变电气(集团)股份有限公司
301086,SZSE,active,2026-08-23,,,,深圳市鸿富瀚科技股份有限公司
688226,SSE,active,2026-08-23,,,,威腾电气集团股份有限公司
603300,SSE,active,2026-08-23,,,,浙江海控南科华铁数智科技股份有限公司
300407,SZSE,active,2026-08-23,,,,天津凯发电气股份有限公司
000537,SZSE,active,2026-08-23,,,,天津绿发电力集团股份有限公司
601567,SSE,active,2026-08-23,,,,宁波三星医疗电气股份有限公司
603586,SSE,active,2026-08-23,,,,山东金麒麟股份有限公司
002040,SZSE,active,2026-08-23,,,,南京港股份有限公司
